shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
2832,1389,1488,19,1,5,535, FedEx  , Delivered ,547.8111869184656,770.1149270844791, 6ea43428-12af-4f0f-978e-3773d9a8bfed, Customs
2833,1515,654,16,5,3,501, DHL    , Delayed   ,934.9968014507602,146.0382991202751, 2c13fcce-2673-44ad-9d09-07e087c3c571, Weather
2834,648,1851,3,4,3,112, UPS    , Delivered ,876.5827756194133,159.9628852928402, 69c02a05-26e5-45f2-82bc-f36213070dcf, Customs
2835,1365,968,20,1,3,929, FedEx  , In Transit,223.62875372306533,55.41878210051265, b6eb7ce9-b6ba-4ae2-9676-3bd27a56321c, Weather
2836,1709,319,19,2,3,712, USPS   , Delivered ,602.1919928561,68.11320997744929, d0514ae6-0806-494b-bd84-79ccc5abd10b, Weather
2837,1675,1981,8,4,1,807, FedEx  , In Transit,791.6905833344662,766.2563593048814, 6bbf66fa-7fbf-4c61-ac06-93b7675754e8, Mechanical
2838,1839,1033,14,3,5,639, FedEx  , Delivered ,144.23726498230337,1001.2677344864928, 699eb9d1-80b8-4ccd-9f23-a1c3403ac9ce, Weather
2839,1727,2031,12,2,2,689, DHL    , In Transit,873.1226187468801,952.6302074872444, 1c3c34e6-ef7d-4804-9e9c-ff50f22465d4, Customs
2840,400,888,5,5,4,354, DHL    , Delayed   ,286.03667523621664,1958.500784851732, 10bc4bbd-b72a-411e-a122-dd0e734928b5, Weather
2841,1836,1983,3,3,3,926, DHL    , Delayed   ,884.8996058339078,789.9714539040824, 95e5a628-9124-4f22-9d03-f22ebdbed06c, Mechanical
2842,393,384,4,4,2,773, DHL    , Delayed   ,192.6053041753744,30.0350837362436, 68ace017-fb25-4935-a195-766943837627, Customs
2843,1560,1838,3,2,5,848, FedEx  , Delivered ,127.18931672305854,1973.682527626073, 0cc93f47-fc8e-4f0d-b1ab-2ced9debbf4f, Weather
2844,2075,709,1,5,5,753, USPS   , Delivered ,368.5994876324336,980.8396984618976, 8d309b52-2d8c-4d95-9b5d-fead3a6582de, Mechanical
2845,1506,1667,17,4,5,261, USPS   , Delivered ,555.0507869460819,967.4553428515356, 4cf2ca50-b99e-45bd-93d6-3871e2c0d924, Weather
2846,1297,1056,12,4,4,948, USPS   , Delivered ,522.2333691286981,662.9299090724314, f4bcdf1f-8658-4b1b-b39b-7d5169d9dea6, Mechanical
2847,852,51,8,5,4,48, DHL    , Delayed   ,275.3755378602379,968.6741633011702, 10948c03-32ce-400d-9511-796dddf729cb, Weather
2848,1167,189,19,1,3,775, UPS    , In Transit,897.1744180032714,625.2909307692744, a98355bb-e8d6-4a74-af48-3a87a9a9b1ad, Weather
2849,1430,1916,17,2,2,578, FedEx  , Delayed   ,746.3605287785455,1472.1223599548357, 8a76bc1b-4310-4f9b-9c59-ccf44ff5d0f8, Mechanical
2850,378,645,6,3,1,990, UPS    , Delayed   ,62.50064904536436,1509.2647836336407, 250f0c52-64e2-419a-8e63-99b109fd078a, Customs
2851,1206,131,17,3,5,181, UPS    , In Transit,149.8683461335204,1852.603490753748, dd2fa9db-5bbc-4933-b213-3f3375ee9ac4, None
2852,1115,1171,1,4,2,97, DHL    , In Transit,885.5678742131473,840.8406911954895, 609476cc-e44f-48e4-8fcb-ebc0be9070e4, Weather
2853,1892,562,17,1,4,626, FedEx  , Delayed   ,901.1422167248226,1548.3955094729697, ebaa3d04-9a7b-4932-94f6-bd66fe6ce5df, Customs
2854,2094,1149,14,1,5,170, USPS   , Delivered ,396.5857362402122,1589.075043087112, 631bc668-8f2b-4fb6-9e93-150ca496693e, None
2855,962,876,12,4,3,667, UPS    , In Transit,584.0663474864383,606.5915866071518, e5bfc015-ff04-40cc-bed4-494384e6d749, Mechanical
2856,374,84,7,4,4,210, DHL    , Delivered ,594.7109650212653,1444.1462430796184, faa997f7-c0f9-4e9a-8c75-3dac0efe65d4, Weather
2857,1821,1139,2,2,1,885, USPS   , In Transit,691.9986654812435,1044.2502778938292, 3cdc4076-3c96-40f5-84ed-ebe0eaa40582, Weather
2858,834,2014,16,2,2,636, UPS    , Delayed   ,978.394527625238,1350.5444553100665, d636f56d-88b1-495e-b8d2-e065dad607ed, Weather
2859,86,24,11,1,3,665, DHL    , In Transit,201.40631671149168,244.6743059721135, 7f5b08c6-2811-495f-b6e0-d6480ebba25d, Customs
2860,2003,446,14,2,1,784, UPS    , In Transit,351.6957753830174,1666.944644662438, da22c8bd-1274-4600-99d6-0c6cfcbd3a64, Weather
2861,899,474,7,2,2,261, DHL    , Delayed   ,164.56468312667693,872.1694745251826, 04cf1cd3-797f-46c5-999e-25cb2b4354f7, None
2862,1275,1019,1,4,5,131, USPS   , In Transit,433.3207113430296,292.1625896432714, 4f00ea22-6a5a-4715-960b-932dc28179dc, Weather
2863,1265,2009,4,4,4,323, FedEx  , In Transit,965.7574704030916,213.03520747780104, 8f66e66a-dd7d-4e08-871d-617318c95362, Weather
2864,1226,777,9,5,4,857, USPS   , In Transit,241.779569838632,1873.7087320313728, d3623256-4ddd-4924-95ed-1a26536c47b9, None
2865,1048,986,20,4,2,998, USPS   , Delivered ,612.0049431579315,721.8883381811726, 2e365f65-eebe-4396-89d7-c32ff6e8876a, None
2866,184,1353,19,4,2,738, FedEx  , Delayed   ,547.1965698574302,1060.14248417383, 3ef99178-acd4-4be1-9617-52f430820950, Mechanical
2867,421,406,5,2,3,434, FedEx  , In Transit,477.3082653406224,1854.50290809105, 1d7f1e69-6b7d-401b-9d9b-30e45fb410ce, Weather
2868,232,2069,15,4,5,602, UPS    , Delivered ,457.4042290246521,268.57326499377325, 6f292d8a-5685-4281-ac09-dbb8467eac5f, None
2869,471,1556,15,1,3,451, FedEx  , Delayed   ,995.312803363824,243.35205198230676, 15decdb5-2fe5-4a46-81cf-6c4252e370b8, Mechanical
2870,2080,1389,7,3,3,86, UPS    , In Transit,794.3564406825342,437.21247195614967, 33e80d53-85b7-435d-bc36-0f8eb30ad7df, Customs
2871,1909,397,16,4,1,511, UPS    , In Transit,521.0145116876581,571.3673278978392, d376dd1e-10e2-4920-af47-cf1ff52b3dd2, None
2872,399,1158,20,2,4,603, USPS   , In Transit,998.9037386506742,1262.573915047867, c832652c-3680-4b91-83e4-4ee9465689a6, Weather
2873,130,905,2,2,1,736, UPS    , In Transit,402.918797695249,623.878313312349, e519c909-cad8-4302-a81d-21d98d4eceba, Weather
2874,830,1486,8,5,5,616, USPS   , Delivered ,906.567710944946,997.1341552700048, d260b6d5-0511-4899-a7b4-81569d46b30b, None
2875,708,1484,9,4,5,830, DHL    , Delivered ,666.5314154108319,823.1715111925845, 0c824dc9-e3a8-48c0-8ccf-78121ea52384, Weather
2876,808,151,3,5,2,759, FedEx  , In Transit,644.765754497814,1242.2715336553897, 2aa59c5d-05ca-40a9-8fff-a4f468f0e37e, Weather
2877,1550,509,20,5,4,314, UPS    , Delayed   ,382.4079989720527,1990.8802421325577, 0108fced-b0c8-4961-b67c-5a793e8fae27, Weather
2878,1511,1834,12,1,2,116, FedEx  , In Transit,442.5934552871847,617.2510808180876, 5eb3dd18-a421-48ab-8a00-84e2d4460f43, Mechanical
2879,856,1695,20,4,4,102, FedEx  , Delivered ,89.19743030235239,1594.785582705973, a718bec8-2e0e-40e2-b87e-6006fea18bf0, Customs
2880,401,1897,13,4,1,728, DHL    , In Transit,817.4346597589753,508.3619149885468, b60827de-f64d-47f1-b741-4fb6d3e4e4ba, Customs
2881,1810,220,17,3,5,38, FedEx  , Delivered ,915.7958774064354,657.1936521680345, 9dfdbfd1-b0a6-4d4b-8660-07dc4d0f100f, None
2882,2068,1668,5,3,5,860, UPS    , Delayed   ,466.9722403654447,561.173714418792, 779763c7-eaa1-492c-b49e-2208d5d34777, None
2883,220,1404,7,2,3,773, USPS   , Delayed   ,910.001137192923,495.25346731786726, 2d70bb75-8673-422d-ade8-c7d4292ab65b, Customs
2884,2184,968,13,4,2,769, FedEx  , Delivered ,940.1783025933167,1370.547592286381, 52a76381-c894-48f2-a804-6bc0cf8ae709, Customs
2885,1206,1195,20,1,1,236, UPS    , In Transit,663.0582239560079,1668.1117471130692, 93e25619-9b67-4a80-8256-8bb241f32d9e, Weather
2886,1773,1660,20,5,4,282, FedEx  , In Transit,87.9558078792557,820.9549683622173, ad86637b-c731-4150-b5ae-eba8add33c0e, Mechanical
2887,1944,1465,4,5,2,639, UPS    , Delayed   ,192.82158098764955,206.7699959367348, 4f77a8fa-ef3b-423c-a35a-27934efffa3e, Mechanical
2888,160,293,6,4,4,917, DHL    , Delivered ,957.9669344068352,1433.5223392943333, fb093fbe-46f3-4719-88ee-6567120ae98a, Weather
2889,561,1881,2,5,5,814, FedEx  , Delivered ,369.6860106981405,623.7601330430181, 7a10cb1d-0576-450f-98e5-ed4873374e0d, None
2890,1887,384,11,5,2,760, FedEx  , In Transit,684.9452615779076,764.8017341637343, 3e3a8b08-b83d-4d51-8815-8351769da5da, None
2891,66,1322,5,4,2,460, UPS    , Delayed   ,270.9760836101136,1953.703718340369, 42d93cdc-1bda-4bc4-b387-718a743ee29d, Mechanical
2892,1172,547,15,1,5,374, FedEx  , Delayed   ,183.23039560818637,1337.083665178052, c590faf0-3ef4-4713-bff3-d7f3f287ec97, Customs
2893,485,766,16,1,1,290, UPS    , In Transit,670.7136815350412,563.9047446810254, ecc3cf75-efa0-402c-a20f-c896fc550607, Customs
2894,471,58,14,5,2,198, USPS   , In Transit,617.3082834133972,1541.9350610509975, 28f19834-f4e1-4480-8ba7-c7546d731ce4, Weather
2895,1396,1003,16,4,3,595, UPS    , In Transit,310.7642425798116,688.6684960090313, 0f1b88f2-af2d-407d-ab8e-5ac1bbc9d9c1, Weather
2896,38,437,11,3,5,509, DHL    , Delayed   ,353.14528838935587,765.7488493406531, 15021fa9-75ce-485b-aec7-4d000cfbdba6, None
2897,138,16,14,3,2,409, DHL    , Delayed   ,896.1471010048779,768.5942240496281, 9119128e-713c-4dc7-9501-e1572e5f96be, Customs
2898,321,1637,11,5,5,202, FedEx  , Delivered ,683.5239465151171,223.642992237478, 86d78136-a12d-4a1c-8943-0038d59916ef, Customs
2899,1570,559,16,1,4,585, DHL    , Delayed   ,114.39243230620328,1227.781389567563, 0c748901-f578-45ed-84cb-9b0a7a374d19, None
2900,505,1941,10,1,5,475, USPS   , Delayed   ,247.7021197509844,849.5348720625186, 23767dc4-ecb8-4887-aea3-5e6293cd673d, None
2901,898,823,1,3,3,123, FedEx  , Delivered ,391.2280966042091,1152.0374097567894, 354b68cf-291f-4eff-83fa-b7d06ce2905e, Weather
2902,1474,1709,7,5,2,607, FedEx  , Delayed   ,443.4752187549216,256.1136058163004, e01ccf6c-a2ff-4813-bef2-c5bdabff13e8, Mechanical
2903,1367,1945,10,3,4,498, FedEx  , In Transit,698.9104067904175,537.4892134562549, 2a1416c3-5a3a-48f5-a2fb-bf58e0b5b102, Mechanical
2904,665,1459,5,2,4,816, USPS   , Delayed   ,943.5127594913567,182.283622876986, f07492a6-dd08-48f7-a1fd-6df16e9083cb, Mechanical
2905,1985,1613,12,3,4,314, FedEx  , Delivered ,425.9074602536354,800.6927881586112, cdef3614-e4ce-45e7-8039-3801a735ebfd, Weather
2906,576,474,11,1,4,150, USPS   , Delayed   ,589.8593979675646,1383.1847831808896, 5da50c37-b8a9-4628-8386-fd4652241980, None
2907,1385,696,6,3,3,482, DHL    , Delayed   ,15.377701611180909,1424.336885896371, 94b5785c-7d42-462c-a1d5-b4cf3d0ebe38, None
2908,527,461,20,5,5,327, FedEx  , In Transit,570.2329387613157,1755.2162643517977, 23424c3f-b514-49d6-8c50-814293d253c6, Customs
2909,1992,1617,3,5,5,552, USPS   , In Transit,853.230156617908,382.03249070673616, 8f532727-fe0d-43ef-a429-e0cf0be4b7e6, Mechanical
2910,2115,123,18,4,5,855, FedEx  , In Transit,245.67680564011863,607.8810079786031, 95c710a9-1621-46e7-8291-458fabc36aae, Weather
2911,1765,361,3,5,1,199, FedEx  , In Transit,642.9920845135244,114.97260339523676, fc8f1cfd-70c4-4914-b1cc-14726e735465, None
2912,1279,1688,20,1,1,258, USPS   , Delayed   ,140.2802747774586,587.6933909195567, e9a1fc85-5f54-4058-8007-c56adf0e1836, None
2913,483,1892,3,1,2,227, FedEx  , In Transit,391.5571323202876,1430.2497841602703, 41d9bd19-af60-4ec7-908c-9e070aa4b5e4, Customs
2914,65,1772,6,1,5,634, DHL    , Delivered ,68.04691019072436,1994.3116173708147, 51cb1277-fddc-4b4e-a5d9-614639e63610, None
2915,1734,2011,4,3,3,818, FedEx  , Delayed   ,152.9181206727327,1230.9427223719583, b29618c9-aefd-4cc3-aef2-0143e5082944, Customs
2916,1211,626,1,5,1,37, UPS    , Delivered ,888.2908990747234,998.7697022699748, 3feb2771-fecf-42e9-8a52-8698e86d1bb7, None
2917,762,1686,14,2,3,745, UPS    , In Transit,683.7808668455397,905.0149512093652, b528893a-015d-4e8e-8420-91726c653091, Weather
2918,1760,1846,3,3,5,359, FedEx  , Delayed   ,900.5128430514882,1951.0852421214045, 15267d35-4927-4ab6-b31f-31515b04cb96, Mechanical
2919,1111,786,1,5,2,986, DHL    , In Transit,633.4929215952814,1688.117004578093, ddba86de-fbe5-4861-840e-9167c7a7b6c9, Mechanical
2920,2017,1817,9,4,5,207, DHL    , Delivered ,138.54732180609767,1606.6789319024651, 3d35210e-0d0b-423f-8c5c-2dc36b5f945b, Weather
2921,1990,615,18,3,5,396, FedEx  , Delivered ,936.8879193159391,1121.1744413512, a181dcc5-6404-4d92-b831-052dc4df4ff1, Mechanical
2922,432,465,10,5,3,291, DHL    , In Transit,537.3423054192003,39.044241164821294, 24f3f896-deb2-4cc4-bfb3-accc247cd1f2, Mechanical
2923,1552,1856,9,3,2,951, USPS   , Delivered ,976.9841584824244,530.0777841636664, 351cf3cf-fbd6-48ed-a39e-1e73a27a7454, None
2924,726,1151,16,3,5,872, DHL    , Delayed   ,514.9794046180216,790.9224184956636, af22fdbd-fc06-4cd1-971b-7be587a326a3, Customs
2925,1822,1440,11,4,1,364, USPS   , Delivered ,707.4012698619663,660.9995216992769, 4e16d4c4-e46d-43a9-9e7c-62c418bb01bb, None
2926,90,2068,3,1,5,23, FedEx  , Delayed   ,220.72535792899316,206.79208847490324, 9d9f973f-cb51-4484-b65e-94695c19c74e, Mechanical
2927,530,1321,7,3,1,29, FedEx  , Delivered ,478.3987745779021,1349.2135369916425, 79bfad5f-81fb-4a01-b0af-497a9ee73978, None
2928,1827,1362,16,3,2,991, USPS   , Delayed   ,210.6497727711537,559.4100620183516, 36303423-3b9c-4106-81fd-15fb82ec5f47, Mechanical
2929,196,1102,2,2,2,148, UPS    , Delivered ,473.1812353173012,1702.4241090531557, 9b9d6cac-4b7a-4e43-be04-4d5ece3211dc, Mechanical
2930,612,1504,4,5,2,817, USPS   , In Transit,783.5950210539388,1745.9670455730356, cadebf78-0210-4f39-a579-0a99688937eb, Weather
2931,354,465,17,2,4,190, FedEx  , In Transit,837.7615822044046,1732.2632997256885, d0c5463a-8bd8-475b-bdaa-06f3a656db61, Weather
2932,290,1048,1,5,4,449, DHL    , In Transit,792.2415043315422,1247.5436996345063, 29c0b582-9fae-4884-8a65-4701c9ebed33, Mechanical
2933,753,219,5,5,3,951, DHL    , In Transit,800.8631418154989,1666.7731955457998, fc4e8d90-e67f-4e0d-b260-622059fd8dbf, None
2934,1081,1165,5,2,4,896, DHL    , Delayed   ,997.565191693888,1318.5412967667155, ec8fc123-61ec-415e-8f86-8ae4f242bcb9, Customs
2935,1642,863,8,1,4,624, FedEx  , Delivered ,711.2910651067316,1278.820610400997, 1c27ccbe-4949-4eb1-9fda-f76bdb13eb10, Customs
2936,899,1553,13,2,1,679, DHL    , Delivered ,231.6407277450249,1808.1605898213224, 0206a299-91ab-49c6-bc7d-e658a6ff935f, Mechanical
2937,953,1259,20,5,3,88, UPS    , Delivered ,192.6568876982438,1454.8433948373786, 65fcdb9b-596c-4948-913f-207f4a0c9f5f, Weather
2938,1053,346,20,5,1,957, DHL    , In Transit,612.8013037486012,1418.8901257876612, 519c109a-011e-49f2-ac02-b11a22e19050, None
2939,1478,1116,1,1,4,979, UPS    , In Transit,141.3710594882431,1967.0282010827768, 075ed860-afe4-4234-83d9-91ab8a9d1b87, None
2940,309,1056,6,1,1,218, DHL    , In Transit,690.8131844904796,1360.3102144532018, 117bf494-d435-4f00-8182-02d051448dda, None
2941,178,2062,2,1,4,781, FedEx  , In Transit,279.0054742996098,783.0615990977559, 5410169c-d5eb-4eb9-872e-9f5b95de88f4, Customs
2942,1774,122,19,4,5,571, UPS    , Delayed   ,84.72205229922143,283.2771050961477, 1d0d46c3-8861-4fe6-b340-1243dc44ec14, Customs
2943,922,883,7,1,1,87, USPS   , In Transit,828.4922974373889,569.1318518019249, d5761a5d-6c43-4037-bf8f-6628beeea591, None
2944,673,43,5,1,2,100, UPS    , In Transit,562.5406469796748,598.3556658817719, 28a70b1d-988b-4f4b-9a78-31c0cd39e8c5, Weather
2945,718,104,12,5,1,254, DHL    , Delayed   ,505.249413447284,1323.185141608749, e4cf1711-2143-4820-b6ae-783667e221df, None
2946,1936,2124,4,5,2,761, USPS   , Delivered ,603.7002965229353,1417.3372995733876, 79896b2c-68bb-43b2-b645-a8ca5c336acc, Customs
2947,2176,2184,10,2,2,734, UPS    , Delayed   ,661.7091907270941,1204.4836414683032, e6db62d8-f1e6-4224-91be-920cda6f7174, Weather
2948,1796,1086,2,2,1,256, USPS   , Delayed   ,727.2110702399763,1409.16841657519, 28d86e99-71d0-4eac-ae9d-cbb3c23f7c7d, None
2949,1599,1401,5,2,3,486, DHL    , Delayed   ,599.433488039653,1599.7929244957782, a0a53d81-0072-40dc-8aec-9bc655153edc, Mechanical
2950,247,1748,12,5,3,172, FedEx  , Delivered ,84.48154713522622,93.45093008774975, c33b9df8-f8d2-4e41-8925-007387d06b49, None
2951,2172,2090,6,2,5,274, DHL    , Delivered ,643.7880178056839,1082.8332069224991, e595fef7-b448-43e0-bb0a-9b10289c0538, Weather
2952,34,1590,14,3,1,394, FedEx  , Delayed   ,873.9604957548743,954.8850035708776, 900b5828-f419-41c0-a176-e658199bdc2c, Weather
2953,1211,2086,19,1,3,856, UPS    , Delivered ,396.89794661535217,1743.674091589308, 9f691c21-4d02-470e-8084-61a1c24e4687, Customs
2954,174,1573,12,1,4,241, FedEx  , Delayed   ,768.9922574993941,1760.89647469407, c7bae150-ea8a-4eca-810b-4c93bdef043e, Customs
2955,1453,1343,16,1,5,975, DHL    , Delayed   ,289.1669450045139,1646.0902526612667, 7a6c6324-9f67-49d4-8dc1-a64503be166f, None
2956,1805,1984,14,5,5,224, UPS    , Delayed   ,619.175063945818,24.333808989640296, 21c25847-9c18-4a4c-b43d-c81f7f448054, Weather
2957,2181,1266,3,2,2,727, FedEx  , Delivered ,695.4601112459005,390.9161782671821, d4594c70-d2c9-4e1c-affe-bfbbedd01626, Customs
2958,773,1331,2,1,4,424, USPS   , In Transit,448.6703599974306,175.3390034422202, 01b74ff5-3e3a-4d25-bd9b-23f15a477955, Mechanical
2959,1030,1036,4,3,3,343, DHL    , Delivered ,231.09113911204065,1063.733700814977, 326584c6-89ca-4b73-981e-6e6f9176ddec, None
2960,1831,898,11,5,5,997, FedEx  , Delivered ,485.8189977419342,1014.1569325265978, f1f3c16c-ed61-4ed9-92ab-24397200924a, None
2961,520,1748,11,3,5,461, USPS   , Delivered ,449.73136536072286,302.3965982116796, 1193f001-4dc3-4e5b-b294-3dd61ea7d605, Weather
2962,714,348,13,3,5,920, DHL    , In Transit,941.188501203311,178.82160517617817, aa88b3ef-35f5-4581-a4cb-4a1898990c07, Weather
2963,1610,1237,14,4,5,774, UPS    , In Transit,91.30399059118248,1125.937777605309, e30e88bc-a7c3-4a89-b901-4bc70d172a06, None
2964,1838,1114,14,4,1,857, FedEx  , Delayed   ,22.49654286516264,760.7792612100774, 9d91dbdd-046d-4902-8da6-b51fd0c963cf, Weather
2965,1280,762,3,4,2,607, USPS   , In Transit,326.5395691192206,887.6864294495053, 1235741c-9a19-48a2-9b29-665a41104a39, Mechanical
2966,747,437,12,1,2,851, UPS    , Delivered ,83.15651039291099,1079.2168463980945, 3f2ccc77-1561-42b1-9654-e87493f93868, Mechanical
2967,1876,1057,6,3,1,670, DHL    , Delayed   ,752.8955480200007,1656.8609815221944, 30ec245d-b61d-497c-9d7d-a2634ba2f7ca, Mechanical
2968,396,1368,8,4,1,657, FedEx  , In Transit,26.49731333069579,413.7895883566554, 2a276e30-6443-4749-b396-46c4cbcc578c, None
2969,177,497,19,2,2,726, UPS    , Delayed   ,477.5395089947291,78.86937827050646, 36a59c75-ef5c-4986-ad90-31985ab6ad5c, Customs
2970,1675,486,5,1,2,111, FedEx  , Delayed   ,328.6094446704706,1067.5044676142925, 452eceb5-0e16-46ec-b2fd-e5ff536b6efe, None
2971,2081,401,2,3,2,218, FedEx  , Delivered ,599.6521265499113,1190.4471225904354, 181c02ce-bd36-40c2-9c03-aca9d766d10f, Weather
2972,405,1246,8,1,1,518, FedEx  , In Transit,885.7206206219288,1570.425653303676, 489cb38c-7620-4beb-bcdb-e2884b90496f, Mechanical
2973,328,1269,8,3,5,637, DHL    , Delivered ,763.910343812343,48.27431915425138, f2c8c245-bf61-47e5-8fd1-fad3029caf96, Customs
2974,689,320,18,4,1,938, UPS    , In Transit,790.5001552428862,1338.0195573602964, bfae96e3-265c-4b67-ab28-0a8a3e7ccfb4, Customs
2975,1194,1560,10,5,1,994, FedEx  , In Transit,779.6638607194037,647.3082056564041, 92ce19a9-f536-410e-abd0-d15e53dbeb85, Customs
2976,194,1995,14,5,5,715, DHL    , Delivered ,832.5806722640207,366.24857902074, 41df809a-68c2-4a57-a3d6-eb5e10a02c2f, Mechanical
2977,336,523,11,1,4,101, USPS   , In Transit,449.2632226082984,1948.4222923477105, 02aa3162-dc4a-4da7-980f-5a93dfb630f7, Customs
2978,461,1991,10,1,5,403, DHL    , Delivered ,253.13751956890297,1177.71737764724, 60bd18b4-3cbf-4d41-8329-bfc537ea1f9f, Weather
2979,270,1770,13,2,4,373, UPS    , Delayed   ,185.28178851768425,951.4778555345548, 15dd55b2-e0e7-4e09-9e9f-3257645f5368, None
2980,1652,292,12,3,5,53, DHL    , In Transit,423.3019816487398,792.7829499378024, 037ba9b3-4f25-4030-b3f0-5dfb72c3aacd, Customs
2981,1088,1219,17,3,5,436, USPS   , Delayed   ,816.4736602346866,29.19689675618598, a37f24c7-c8c5-4f45-a186-183c1caa3815, Mechanical
2982,1640,1694,12,1,2,93, DHL    , In Transit,304.57908324852707,1203.3499683667378, 7ca0c5ea-5bdd-454c-870e-345786361df8, None
2983,643,559,13,3,4,602, USPS   , Delayed   ,651.0175147039565,1286.7968201941458, 2eb5b846-2d51-4a3e-b502-1fc28a7ca042, Mechanical
2984,1148,1126,14,5,3,64, DHL    , Delivered ,399.4464383251674,974.5946382951812, f15255c6-70bd-43bb-b4ed-cdb8333ae23c, Mechanical
2985,1558,542,12,5,3,422, USPS   , Delivered ,33.0747841352124,1266.8751883267305, d4af6bfc-ca53-4bda-8bba-f9a17e1e9cd9, Customs
2986,666,1044,3,2,2,237, DHL    , Delivered ,946.405129792689,951.9354780258452, ad61c641-3a7e-4a88-84a8-640bccd74eea, Mechanical
2987,1476,968,2,4,5,173, USPS   , Delivered ,838.2729813231416,238.37281400898323, c35e1269-16d4-46b1-b902-f8f81ed2273c, None
2988,1683,1589,9,3,3,382, DHL    , Delivered ,982.2799015485012,337.262596007369, a80dd203-2522-498a-b43c-6c70bd46d6c9, Weather
2989,116,10,16,3,3,42, FedEx  , Delayed   ,749.4466432576698,1651.035392702193, 0b228946-a69e-4879-9986-8e9f00060001, Mechanical
2990,1744,613,14,1,5,620, USPS   , Delivered ,803.8281174344353,1013.3113219390724, 42cb869f-1abb-4157-9ac0-328e5f2751d7, Weather
2991,1552,1165,7,5,5,604, DHL    , Delayed   ,83.21219334297635,1052.9452435722685, 97f1e511-9936-4024-8708-c24169f158d7, None
2992,1790,637,10,1,3,148, UPS    , In Transit,749.8895632768284,464.6545836549843, 4a4cb6e4-19fe-4b78-862f-7d044929c0c1, Customs
2993,1239,518,2,3,3,245, UPS    , Delivered ,777.9053244814389,258.2544812428325, c79ba0da-295e-4305-b022-acaa52a99436, Weather
2994,1874,1168,7,4,2,736, USPS   , Delayed   ,816.7497200369573,560.6228737678492, 22f4c9bb-d471-4eea-aad5-2e5e61c90ace, Mechanical
2995,1463,973,20,1,4,573, FedEx  , In Transit,143.41767050383865,1956.345036936778, 2560938b-6da2-4e21-aa5b-6b47518c2a8b, Mechanical
2996,302,949,20,4,2,596, FedEx  , Delayed   ,274.435972877426,36.056594627032254, 33798a14-ab6e-4025-abce-b8548bb99090, None
2997,1022,1419,5,1,3,197, UPS    , Delivered ,123.59356562522426,518.8949655146355, f0ee331b-24b5-4c0f-a9ed-a503f6fa8c39, None
2998,695,1109,6,2,1,282, FedEx  , Delayed   ,405.9638714625042,1202.300528016939, 7d99f070-47e6-4736-baeb-eece9860dbc7, Mechanical
2999,1131,1959,15,1,5,926, UPS    , In Transit,132.95711707512177,1881.2545316911217, 853889ce-f4e9-4a89-a2d7-6cdc3974914d, Mechanical
3000,795,7,17,1,4,406, FedEx  , Delivered ,991.0279230152408,1236.2347738846497, 825ceed6-e516-4a83-916f-bcce595fa721, None
3001,1373,2111,9,4,5,774, DHL    , Delayed   ,885.3019902039823,1507.702086009067, 8b0acc8d-226d-4c19-a9aa-a26e01b7e538, Customs
3002,111,1120,4,1,2,653, UPS    , Delivered ,49.35903615636907,316.43175991181744, 4aa818f8-85a5-4253-b454-5963a19eb0e1, Customs
3003,1264,99,14,5,2,232, USPS   , Delivered ,686.5278125107329,1477.0533212692508, 896f2cde-0d3f-4edb-8e94-3caf2cc7183e, Weather
3004,976,1218,20,5,2,372, UPS    , In Transit,981.4484175147,1366.9625465394497, c0ecfc0b-687b-4f14-923d-82b2de0ff40a, Mechanical
3005,1034,693,16,3,5,817, FedEx  , Delayed   ,560.7668411100439,529.698317626703, c451107e-95af-4a4e-b82f-f6bccd64b375, None
3006,1247,1569,18,1,1,887, USPS   , In Transit,66.34923114704888,430.0154109773084, a17db9b4-6d21-4d61-935e-1d8f27f8909e, None
3007,1196,892,10,2,5,315, USPS   , In Transit,517.0343416674855,1161.1214535397476, b6598860-ff3a-49b0-bc0b-8d9900c1fe11, Weather
3008,1408,19,8,3,2,15, FedEx  , Delayed   ,560.4473574980407,162.7472726405929, 6e9ebdcf-a87a-47f1-993d-88cf3719708d, Mechanical
3009,785,1083,2,5,5,600, DHL    , In Transit,707.9261070264772,1544.1533420193812, f85e9987-26b8-4aba-ad00-74192a644138, Customs
3010,1279,449,3,5,4,609, UPS    , In Transit,430.80803526924495,236.81469359852665, 06b79899-a827-4725-b4a7-df104ee22e25, None
3011,329,1954,17,1,3,255, UPS    , Delivered ,835.6774183025178,150.4442607754097, 80093d77-fe0c-4a49-a003-0aae4b0c70e9, Customs
3012,490,1659,12,2,3,334, USPS   , In Transit,492.7902399376446,1622.763750120258, 2344e001-230f-4492-968f-88b567d507d8, Weather
3013,2110,1358,15,3,4,229, USPS   , Delayed   ,62.31615154765621,584.5468273296078, 4aa8a61d-6f31-4952-b8c5-309367153d78, Customs
3014,2124,1493,17,3,1,453, USPS   , Delivered ,88.25620856222193,764.3562373325532, 2bd6e908-4a5d-46c8-9378-fa00acae114e, Mechanical
3015,1512,2169,13,2,5,594, UPS    , Delivered ,891.4835555533484,1180.320358450337, bbeff066-3209-49db-a9c9-40fda372f0fa, Weather
