inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
1834,598,17,3,14817,625,1386
1835,662,7,2,6385,82,139
1836,235,13,4,556,607,205
1837,1369,1,5,600,780,603
1838,770,6,2,18799,1042,1201
1839,213,13,5,3974,850,1271
1840,463,11,4,5073,245,327
1841,283,10,4,4874,1838,253
1842,1487,16,3,15619,497,1054
1843,1431,20,1,14449,1871,194
1844,88,17,5,17487,1821,792
1845,1068,17,1,17550,1664,662
1846,461,4,1,13722,974,930
1847,1725,5,2,4816,141,1045
1848,1377,14,2,9920,657,780
1849,515,20,5,16187,1301,201
1850,703,10,1,13402,335,961
1851,1654,14,3,3334,923,369
1852,2067,1,1,6594,1308,658
1853,23,11,2,14339,151,1425
1854,1054,18,1,4598,1837,1340
1855,1831,16,4,11530,189,1240
1856,2156,18,4,5367,884,1329
1857,1305,8,3,12646,1728,244
1858,1135,10,5,3769,1825,305
1859,2184,10,1,9757,315,1374
1860,362,5,4,2061,1415,1206
1861,2177,10,5,14040,622,212
1862,1900,18,4,17359,584,1188
1863,1285,6,5,12193,572,690
1864,515,3,5,8834,65,711
1865,449,8,4,3616,610,557
1866,1924,9,2,15132,927,631
1867,1507,5,5,7333,385,920
1868,1248,2,1,13270,959,1313
1869,1856,2,4,6047,1463,70
1870,874,7,2,17058,219,147
1871,1429,17,4,17942,962,1089
1872,1755,10,3,7495,168,253
1873,923,12,1,3272,1115,467
1874,2160,2,3,18954,1062,603
1875,1037,10,5,3527,59,1486
1876,1417,20,5,7898,479,522
1877,314,1,3,7836,1541,626
1878,1998,4,3,15590,98,941
1879,1038,13,5,10807,1850,304
1880,1657,12,2,11843,256,1175
1881,1779,11,1,4306,1752,955
1882,1015,10,4,18684,563,563
1883,1094,15,3,19448,1653,375
1884,1125,5,1,3413,1893,1080
1885,698,17,4,15155,1283,157
1886,2180,5,4,19411,1212,1465
1887,1405,2,3,8973,86,1488
1888,1156,9,2,4558,267,631
1889,1044,6,2,18132,1529,1285
1890,1930,18,1,9450,1585,1288
1891,1014,14,1,8284,1351,1252
1892,227,19,5,15965,229,476
1893,1829,14,2,2441,1590,118
1894,1493,8,1,18002,179,1180
1895,822,17,5,1938,1718,1230
1896,2024,3,4,17354,660,55
1897,871,10,1,5638,1745,649
1898,2086,17,5,11569,1821,689
1899,1796,11,2,9633,708,806
1900,188,8,4,5577,408,700
1901,1081,1,1,9463,676,74
1902,941,13,2,12364,1077,1127
1903,526,4,4,13636,1672,1049
1904,336,7,3,17612,1631,910
1905,1079,14,2,11919,1156,1406
1906,162,5,3,12291,1227,1026
1907,594,11,1,6599,555,787
1908,1939,17,5,12179,1582,937
1909,60,5,1,17768,867,683
1910,1902,20,2,8862,843,849
1911,406,3,3,19348,888,189
1912,664,5,3,6145,1873,268
1913,1133,15,4,12276,672,681
1914,1100,19,1,11433,678,229
1915,542,16,1,18461,146,931
1916,1338,8,2,8738,1355,759
1917,998,13,3,13170,1774,1287
1918,1141,16,2,5139,1673,160
1919,868,3,2,15365,868,651
1920,2067,1,3,3073,648,824
1921,432,9,2,4726,983,199
1922,740,9,3,16602,1611,939
1923,1374,17,2,8099,1965,656
1924,183,2,5,2392,478,773
1925,2161,9,2,18588,1616,1006
1926,1207,19,2,17551,1199,1060
1927,1170,13,5,14959,1783,1059
1928,831,5,1,16907,1374,404
1929,1652,9,3,3919,592,1384
1930,1137,13,4,12782,416,912
1931,476,1,5,14885,1902,1006
1932,1327,15,1,1380,1817,788
1933,971,4,2,13341,1118,811
1934,1020,4,1,10111,1566,65
1935,1142,20,5,14247,1389,523
1936,1837,10,2,19916,1262,1186
1937,161,6,1,17246,101,1328
1938,198,12,4,1729,613,1398
1939,1284,20,3,5599,1405,849
1940,660,16,3,8734,548,544
1941,1776,3,5,3114,1026,998
1942,1071,14,2,10873,1391,576
1943,2011,1,2,17981,1483,66
1944,399,10,3,8380,372,547
1945,1734,15,1,8753,1664,126
1946,1583,7,2,11920,1634,1046
1947,2126,4,4,7737,1303,635
1948,2172,14,4,13490,1417,985
1949,75,16,2,19467,1444,1138
1950,2185,14,2,16255,605,1176
1951,602,3,3,3160,1365,879
1952,837,17,5,13797,1510,220
1953,1529,14,3,15413,1320,273
1954,500,18,5,7610,268,202
1955,1597,3,4,3050,583,1193
1956,138,19,5,14487,691,1000
1957,2098,3,3,6163,568,509
1958,1795,12,2,14305,1857,524
1959,973,5,5,12022,1545,432
1960,1643,10,3,7761,1423,423
1961,1886,9,4,3521,93,255
1962,2029,1,5,2090,1825,878
1963,1901,13,4,13157,1951,985
1964,1450,3,4,1582,114,652
1965,547,19,1,2645,295,1477
1966,922,11,5,4320,1036,227
1967,581,16,3,12591,1658,159
1968,1373,6,5,742,1144,607
1969,1957,3,5,13432,1782,606
1970,2004,19,4,1686,1774,1350
1971,2097,6,4,18893,207,936
1972,704,8,4,6604,987,986
1973,1626,13,4,16538,1548,589
1974,638,12,3,14727,1915,1141
1975,1010,10,2,17325,1098,144
1976,641,3,1,7028,1923,1392
1977,1862,4,4,4687,1656,153
1978,1206,1,4,19390,874,1015
1979,686,13,1,10286,1296,1269
1980,1852,4,4,10224,209,669
1981,188,11,2,5156,867,725
1982,1620,19,5,6082,1054,587
1983,1688,11,1,2372,124,358
1984,985,12,3,6241,187,858
1985,548,11,1,9261,1991,341
1986,1432,6,2,1171,528,1130
1987,876,12,3,17220,602,114
1988,618,9,5,6476,1376,215
1989,1366,10,4,3730,1983,211
1990,1244,3,1,327,436,675
1991,903,3,3,15442,521,541
1992,163,20,1,6765,1407,772
1993,1975,16,5,14108,358,1007
1994,270,3,1,8093,1601,1025
1995,632,10,3,14775,936,32
1996,906,11,2,1719,750,273
1997,2015,8,3,12985,1613,100
1998,1642,6,1,2304,1236,392
1999,205,20,5,19187,1049,413
2000,582,11,4,7842,1971,437
2001,1580,12,4,11794,1902,1102
2002,841,16,5,11918,1001,147
2003,1837,18,1,7674,1128,836
2004,1252,13,5,9473,835,793
2005,1720,3,1,11548,1528,1376
2006,1643,15,3,17281,354,911
2007,875,14,2,19483,151,301
2008,1465,18,1,2864,1627,226
2009,690,14,4,10701,824,1315
2010,2011,5,4,11567,1461,1352
2011,1423,14,2,8299,1756,422
2012,2002,8,1,10511,1281,1218
2013,672,15,2,6339,1388,237
2014,1172,15,3,15043,1122,345
2015,1496,19,2,13717,621,775
2016,944,20,3,3429,1591,1296
2017,1450,6,4,11663,197,1497
2018,896,19,3,5684,1872,1232
2019,2190,8,1,8905,1284,1486
2020,1337,6,1,9189,1445,1031
2021,165,20,1,13739,1735,149
2022,2069,15,1,15588,646,22
2023,1106,3,5,11210,1027,1394
2024,1754,10,3,1260,1745,574
2025,1939,15,1,12273,1120,1176
2026,371,16,2,7431,1747,285
2027,1881,17,2,14784,548,942
2028,853,19,5,18487,204,43
2029,384,11,3,14898,279,553
2030,1932,16,3,1627,1373,22
2031,425,5,3,15320,207,899
2032,629,5,5,10205,1746,446
2033,895,14,3,13996,972,23
2034,598,18,3,13185,1320,827
2035,593,8,1,15305,617,803
2036,1688,5,3,10298,1224,522
2037,573,7,1,12498,348,251
2038,2076,16,1,6726,1127,892
2039,2091,14,3,2955,1296,769
2040,1705,5,2,4064,815,91
2041,177,9,4,14709,1653,107
2042,529,4,2,14590,614,547
2043,1634,4,3,18158,516,905
2044,966,16,3,13430,1830,622
2045,1518,17,2,2492,535,469
2046,198,15,3,16362,1625,458
2047,853,4,1,6978,493,1478
2048,1538,6,5,15004,1927,1127
2049,2070,16,3,2021,954,1382
2050,1081,4,3,10984,912,145
2051,98,6,2,4533,1211,582
2052,1904,5,1,18311,1851,1061
2053,435,16,2,10791,975,868
2054,637,16,2,816,1723,884
2055,588,10,3,17114,341,943
2056,344,9,1,3868,1283,364
2057,1318,4,3,2807,1757,487
2058,1980,14,3,16251,1770,1000
2059,571,4,3,19841,1884,160
2060,611,12,3,9599,801,1049
2061,1728,10,5,16406,1284,688
2062,1855,4,4,5133,924,650
2063,960,18,1,4486,712,1108
2064,2080,13,5,12250,1461,1099
2065,532,13,4,8257,1469,817
2066,1178,14,4,14213,1197,1139
2067,1092,18,4,16074,1634,974
2068,1902,1,5,7775,969,234
2069,884,16,1,18351,958,762
2070,1679,15,2,16510,173,77
2071,2127,5,4,15926,117,925
2072,1750,6,2,12941,524,424
2073,782,6,2,9224,407,1227
2074,2106,3,3,6688,1816,1325
2075,881,16,2,15922,1529,740
2076,447,12,3,16950,1419,1206
2077,2114,4,1,13636,570,1132
2078,1784,1,1,2800,1851,802
2079,1278,4,3,8909,1710,116
2080,1992,1,1,15215,1956,606
2081,1068,8,4,12845,882,1131
2082,1578,5,1,19171,673,537
2083,1012,2,3,5432,1571,687
2084,774,12,4,12259,1401,1106
2085,1815,17,2,279,1403,560
2086,1202,7,2,8096,1639,835
2087,1451,11,2,10877,476,210
2088,307,4,3,14962,1058,936
2089,779,5,2,5564,492,735
2090,8,6,1,17405,650,1321
2091,476,11,2,3192,1168,558
2092,1321,1,5,5627,1944,104
2093,485,10,5,11891,811,1378
2094,905,20,2,13827,1004,460
2095,559,11,2,2819,1524,809
2096,1968,17,5,16012,1390,1215
2097,1128,8,2,15567,536,358
2098,1234,13,4,13024,1751,1272
2099,468,20,5,9315,788,1222
2100,848,18,3,16635,697,1290
2101,259,16,5,15341,945,1023
2102,283,2,1,1244,1650,693
2103,1650,5,4,4634,54,749
2104,1899,18,3,14735,681,336
2105,40,3,2,820,1444,1329
2106,1015,17,1,19713,1804,95
2107,613,16,1,1106,926,993
2108,1916,6,4,11590,1035,1018
2109,688,19,3,7199,1628,1495
2110,613,7,1,12411,1261,223
2111,1782,18,3,637,75,443
2112,1811,14,3,16029,1852,212
2113,1548,6,1,11116,211,1336
2114,1931,8,3,2785,794,916
2115,1153,15,4,2080,1203,800
2116,575,15,1,6006,582,1456
2117,1911,15,4,639,932,1482
2118,1013,16,4,12176,459,320
2119,670,1,3,7361,1713,279
2120,269,11,3,9320,1661,1235
2121,1284,5,1,151,1146,1314
2122,924,5,2,1786,1306,1023
2123,1126,6,1,19305,904,635
2124,1530,2,4,8196,1179,451
2125,1759,6,3,10132,950,735
2126,1595,14,4,8716,58,715
2127,247,11,5,10419,1704,1260
2128,1561,4,5,8645,99,1134
2129,2179,9,4,3790,1595,217
2130,1940,3,2,18173,1698,1002
2131,930,16,2,8584,491,1442
2132,227,11,1,816,1851,58
2133,265,4,1,4675,1663,728
2134,1396,1,1,10770,85,490
2135,1458,16,3,15737,1275,98
2136,646,19,2,16446,1897,748
2137,1419,16,4,737,167,1137
2138,1474,11,5,8079,751,703
2139,1388,8,2,9591,803,62
2140,1900,1,2,12731,1878,151
2141,1250,9,2,9003,1242,96
2142,982,12,1,11825,1585,1275
2143,1155,8,3,12170,279,58
2144,588,17,4,3441,609,170
2145,476,10,1,16168,1223,995
2146,1822,7,3,5650,1928,1462
2147,986,19,2,18267,257,1229
2148,1242,6,3,14788,1134,337
2149,190,19,1,17972,1916,1475
2150,1441,18,2,16951,1190,1178
2151,981,15,1,5683,288,1312
2152,1699,2,4,12213,1956,456
2153,1716,14,2,17901,916,646
2154,41,10,3,18260,97,570
2155,943,16,1,1181,1521,359
2156,338,7,5,13537,806,1285
2157,1338,8,3,19409,1541,1264
2158,1099,10,3,4184,1366,677
2159,896,15,2,12353,1498,937
2160,1675,8,3,7728,566,380
2161,931,13,1,6295,1685,1015
2162,289,12,5,1111,254,790
2163,724,8,4,913,1253,209
2164,1954,15,5,12238,1602,432
2165,1090,12,1,372,139,348
2166,483,11,2,15782,549,1265
2167,936,19,1,16292,1181,111
2168,156,14,3,18200,1263,459
2169,1071,18,2,6376,1253,1149
2170,1959,13,4,6928,1834,264
2171,1684,4,4,456,1836,1348
2172,124,17,1,13754,1093,928
2173,2049,19,3,303,1432,852
2174,968,9,4,18080,1682,116
2175,855,7,5,6714,1807,957
2176,640,1,2,14899,1729,973
2177,1603,7,5,596,56,1309
2178,442,7,4,13089,1935,594
2179,1945,20,4,16546,371,122
2180,1839,7,1,1679,317,1297
2181,1830,8,1,4976,1500,1498
2182,2191,16,2,7950,345,848
2183,533,3,1,4225,1586,532
2184,1337,13,3,19197,619,685
2185,949,10,2,5428,1460,1304
2186,2020,18,3,16300,313,54
2187,460,7,1,9372,139,1424
2188,551,5,2,11796,1561,416
2189,393,7,4,3479,1660,46
2190,1788,17,5,18082,902,325
2191,845,4,4,16219,1334,718
2192,1139,16,3,16112,537,600
2193,646,19,4,19662,1867,184
2194,1467,10,4,3472,1414,1301
2195,1378,3,5,17553,1402,121
2196,142,3,5,14512,450,474
2197,501,17,4,19260,406,212
2198,840,10,5,1292,804,935
2199,1683,17,4,17297,548,917
2200,1566,17,2,1252,883,829
2201,2047,4,4,1983,484,318
2202,1531,6,1,16751,168,40
2203,596,12,5,2912,1120,64
2204,1905,20,5,12972,1241,515
2205,281,17,3,6662,1072,702
2206,424,17,3,7113,397,242
2207,270,10,1,5277,1577,318
2208,154,7,5,16867,588,1067
2209,1751,16,5,19334,1369,1381
2210,662,13,3,17533,1586,1127
2211,1968,3,3,18317,1247,1103
2212,83,2,4,9089,1468,307
2213,1450,16,5,4567,1752,536
2214,1299,6,5,19459,579,917
2215,980,6,4,5255,1676,173
2216,1660,13,5,14236,352,300
2217,1399,7,1,17774,251,453
2218,633,5,3,8061,1606,361
2219,1532,7,3,7286,205,105
2220,787,2,3,7606,1970,798
2221,398,17,2,18671,63,210
2222,1144,13,1,8358,1093,1295
2223,934,16,1,13402,805,1111
2224,1461,20,4,16283,938,1189
2225,1853,2,2,7891,1530,1010
2226,286,5,5,6870,1246,895
2227,265,18,1,9993,494,681
2228,2137,7,2,18089,1996,593
2229,1678,11,2,8087,171,1298
2230,1227,11,1,7265,1570,150
2231,821,17,4,13614,233,858
2232,1763,16,2,4605,1893,978
2233,41,13,3,5907,1653,1420
2234,1732,5,2,6356,1878,1242
2235,68,20,5,15256,1923,858
2236,988,16,1,12008,720,240
2237,1800,16,5,4384,98,1453
2238,1622,16,4,14538,230,662
2239,1656,14,3,2254,1880,1214
2240,1279,6,1,7842,1467,1188
2241,695,2,2,14327,1466,507
2242,1086,14,3,14365,1421,871
2243,1694,16,2,19288,1549,373
2244,1059,20,4,18704,190,1224
2245,779,13,1,9290,579,967
2246,494,15,4,17205,1725,180
2247,1586,12,4,19878,633,483
2248,1493,9,4,4125,520,1103
2249,1791,18,4,16007,1827,234
2250,661,14,2,14569,1846,599
2251,1349,20,5,5256,1336,1235
2252,1328,4,2,14528,192,507
2253,1300,8,3,14510,756,244
2254,1987,8,4,11095,1219,1435
2255,2045,16,3,4912,343,728
2256,1929,10,2,8750,1611,180
2257,1348,17,4,16158,1582,474
2258,1059,1,2,2556,471,1154
2259,977,18,4,16690,1644,1102
2260,482,10,2,17840,613,564
2261,728,4,1,13060,466,48
2262,1032,1,5,11888,710,786
2263,343,4,5,7256,962,204
2264,1448,4,4,14365,1180,1267
2265,527,4,1,8251,1391,376
2266,1897,17,3,11087,108,511
2267,659,9,1,12660,1065,752
2268,2074,19,4,2773,307,597
2269,820,13,1,15099,842,133
2270,406,4,3,17533,1498,397
2271,1574,5,4,6923,580,1328
2272,1812,13,5,19075,215,116
2273,505,16,1,6976,1098,861
2274,179,5,5,6073,53,143
2275,132,8,5,8382,52,175
2276,1847,16,2,8767,467,129
2277,1479,1,3,8156,411,72
2278,772,6,1,2146,955,1217
2279,1430,11,5,7836,418,607
2280,2124,16,5,3790,588,1357
2281,579,5,3,19750,929,745
2282,1516,16,5,2845,395,1433
2283,194,7,5,2739,780,64
2284,2008,19,5,176,946,955
2285,1186,1,5,6573,1117,1160
2286,1385,9,2,10722,773,141
2287,1793,18,2,19988,613,501
2288,1111,13,4,18908,1226,1213
2289,1937,15,1,5396,251,697
2290,780,3,3,18705,370,1443
2291,262,10,4,505,513,519
2292,730,9,2,18613,1084,93
2293,283,13,2,12408,1653,990
2294,1491,16,2,15445,1300,168
2295,362,3,4,497,682,911
2296,441,15,2,14765,382,1104
2297,2141,17,4,14660,1542,1097
2298,1645,14,2,19957,64,1266
2299,867,7,5,10100,1130,492
2300,1448,20,5,5089,1403,1359
2301,142,16,1,18428,1137,189
2302,1315,8,2,8729,279,720
2303,1456,4,1,5491,60,51
2304,1876,20,4,322,1706,72
2305,1848,15,1,18094,1297,959
2306,1713,5,2,7930,1810,158
2307,701,13,4,16330,1710,1417
2308,998,6,4,4100,1733,1090
2309,2097,5,5,19148,1813,109
2310,1326,17,4,17549,591,847
2311,881,7,4,13587,1579,55
2312,1214,6,1,5493,571,1035
2313,1160,2,4,703,1127,948
2314,555,11,3,6395,1771,1268
2315,404,7,5,8480,1792,573
2316,892,8,5,7203,816,759
2317,602,5,4,17121,1230,288
2318,1831,18,1,14646,690,929
2319,341,16,5,15556,619,205
2320,1969,14,5,18328,454,1414
2321,704,12,3,14774,1472,888
2322,318,17,4,146,756,1278
2323,1387,5,5,919,978,1165
2324,1801,14,5,3907,1476,443
2325,1368,6,5,19506,1973,852
2326,1573,15,5,1180,1661,1432
2327,817,7,1,3246,1162,945
2328,553,14,2,17761,1939,1160
2329,856,18,3,12026,642,1472
2330,1813,1,1,16030,235,888
2331,183,6,3,15272,1911,1035
2332,1575,3,5,15387,1853,461
2333,397,5,3,6841,944,58
2334,1728,12,4,2317,128,927
2335,1518,11,4,2986,194,1205
2336,907,13,2,13444,1714,185
2337,1357,16,2,9087,63,1488
2338,2175,18,3,19812,1704,462
2339,1,17,1,7393,51,350
2340,19,17,1,3106,565,1012
2341,584,11,5,7058,805,1378
2342,456,20,1,10681,115,1155
2343,2037,10,2,4243,295,733
2344,1133,16,1,14799,1675,854
2345,1953,2,5,17702,1503,158
2346,2151,17,4,8118,1763,1209
2347,988,20,1,10052,621,1457
2348,520,10,1,9016,1305,1212
2349,859,13,2,17828,485,788
2350,174,12,3,237,402,143
2351,1367,15,4,14256,1761,901
2352,727,7,3,13481,728,780
2353,1711,13,5,13993,432,1141
2354,1876,12,5,16460,1783,1103
2355,1682,12,3,19243,1133,1062
2356,1348,2,2,158,1999,1167
2357,990,5,2,17254,519,245
2358,420,2,2,488,1484,631
2359,594,20,4,12216,1156,343
2360,1775,13,5,19906,123,1060
2361,936,3,5,7112,1384,1123
2362,1108,11,5,12726,1527,616
2363,1137,16,4,4952,75,1499
2364,332,1,5,17079,1499,560
2365,2089,19,3,8727,1450,665
2366,1794,11,1,2082,1316,1009
2367,959,9,4,14916,884,725
2368,105,14,1,11160,677,650
2369,202,9,3,12501,1396,1421
2370,1843,7,2,10511,1253,898
2371,1867,16,2,8309,823,210
2372,1997,3,2,5529,1058,874
2373,1290,19,4,12258,1699,510
2374,910,4,2,18176,315,424
2375,210,7,4,19254,599,1315
2376,563,12,4,4476,1453,894
2377,1564,18,1,19751,126,449
2378,771,5,2,18179,1687,539
2379,629,10,5,14078,1597,912
2380,1629,12,2,18070,1887,1427
2381,1702,8,2,12805,1122,840
2382,387,19,2,10961,1063,906
2383,1936,15,5,8065,1327,1235
2384,1105,1,5,18752,1932,454
2385,268,3,4,10348,1453,82
2386,1857,18,5,14320,1322,1259
2387,1999,18,4,7561,1145,153
2388,1381,2,1,12921,496,977
2389,1237,5,4,19970,555,638
2390,574,1,2,13510,1782,1204
2391,49,10,3,19233,1326,1301
2392,1151,20,3,1505,1045,444
2393,223,10,2,11279,919,377
2394,1432,5,4,3675,348,1418
2395,1529,18,2,2827,783,1052
2396,1820,15,5,6587,1133,1030
2397,1462,20,4,14860,1430,216
2398,1131,8,2,6391,206,1160
2399,1682,17,5,2601,391,1053
2400,375,12,5,17421,1023,881
2401,2121,12,4,10372,943,538
2402,2022,1,1,1855,1275,368
2403,1054,4,1,3490,1852,1447
2404,1890,8,5,5916,1108,594
2405,1824,1,1,17700,1840,1047
2406,1475,15,5,17687,1608,347
2407,1180,18,1,1990,1529,531
2408,1065,1,5,11323,966,950
2409,2071,11,5,13929,1238,149
2410,360,2,5,7788,1101,606
2411,2042,1,5,6600,1445,503
2412,1142,12,3,6816,1936,377
2413,1636,16,1,3846,363,404
2414,1404,10,5,18679,1638,273
2415,1944,18,2,13114,1357,854
2416,679,15,4,15775,1371,1210
2417,7,17,2,9293,524,815
2418,1592,10,2,3729,646,488
2419,833,3,3,7866,1422,512
2420,1811,16,1,6247,685,939
2421,914,6,3,15213,494,1381
2422,2012,3,1,14542,1280,70
2423,1443,9,5,14510,466,1099
2424,1451,11,3,1163,488,92
2425,1503,13,4,8930,214,619
2426,126,18,1,11034,1632,71
2427,817,4,3,9434,469,144
2428,1830,8,4,10412,1444,281
2429,576,13,2,3375,1741,974
2430,1416,10,5,1076,1339,349
2431,930,2,5,12483,1352,1366
2432,1464,8,2,11506,1037,260
2433,833,6,3,11839,531,1328
2434,1055,16,2,4169,566,1307
2435,1649,18,4,15704,131,1342
2436,1901,17,1,14712,168,1248
2437,1458,6,3,16434,1847,310
2438,1400,13,1,6502,1710,230
2439,443,14,2,12433,1376,1409
2440,2123,10,5,445,1288,738
2441,557,11,1,5042,77,341
2442,1179,13,1,19426,830,377
2443,2038,12,5,17560,547,936
2444,363,9,1,9463,586,113
2445,1258,4,1,3870,568,730
2446,1842,7,5,11453,243,188
2447,1851,2,5,8524,641,1340
2448,2173,7,2,12090,491,535
2449,911,9,2,8148,1907,117
2450,245,5,1,12199,1109,369
2451,542,15,3,11991,307,755
2452,2170,18,2,15673,162,598
2453,2173,4,2,16934,1367,860
2454,1573,19,3,9654,1787,420
2455,124,20,3,450,63,770
2456,1732,7,5,9600,1740,1494
2457,786,8,2,4104,960,840
2458,2044,17,4,11217,1670,1462
2459,797,13,4,16728,189,1047
2460,77,11,1,13115,1444,1367
2461,59,1,2,4834,1500,388
2462,1524,2,4,12971,1170,1438
2463,1937,17,2,15262,746,575
2464,2157,5,2,16924,1561,1162
2465,1302,6,4,11837,1415,1024
2466,68,7,2,9759,919,985
2467,1933,15,3,16895,1565,1034
2468,365,19,1,913,1573,1233
2469,821,16,5,18214,1505,1459
2470,1403,13,4,6743,238,833
2471,947,5,5,13369,131,125
2472,1578,3,1,18458,1885,184
2473,1378,3,3,649,1253,657
2474,1440,19,3,14552,1007,1389
2475,762,14,3,18421,947,1141
2476,341,16,3,303,1934,1043
2477,383,17,4,15818,1016,350
2478,1004,4,4,3688,1488,1413
2479,1557,13,2,2636,1178,1485
2480,300,8,2,8398,430,1163
2481,139,19,1,2801,771,318
2482,359,5,2,12189,378,875
2483,836,2,1,10511,1322,1186
2484,1523,15,1,7925,121,726
2485,1628,2,1,6074,1746,1136
2486,1983,11,3,4190,182,1340
2487,1304,13,5,10659,1313,466
2488,909,10,5,9352,1151,499
2489,1135,3,4,2646,619,753
2490,2187,5,1,3836,510,893
2491,996,3,3,14700,174,1301
2492,2152,6,2,1772,1084,541
2493,1238,13,2,501,1541,1418
2494,1785,10,4,15422,1480,1470
2495,165,19,4,11291,990,1144
2496,999,8,1,4413,76,641
2497,1308,18,1,14765,256,778
2498,657,3,2,11744,1295,263
2499,1910,17,2,11926,361,42
2500,2047,8,2,16571,431,1397
2501,2112,10,2,16403,1835,485
2502,1141,2,5,6379,1388,1268
2503,1890,12,1,18689,1281,884
2504,267,6,1,3067,1694,1487
2505,1846,2,2,4350,345,288
2506,1709,3,3,3338,451,552
2507,1511,17,2,8613,1508,333
2508,476,7,4,2838,1646,139
2509,977,5,3,5036,171,1000
2510,1208,1,4,1936,800,1163
2511,1044,8,3,19043,155,729
2512,1961,12,4,1668,840,155
2513,558,14,2,10614,1109,1120
2514,1018,16,2,14147,1623,1397
2515,1606,10,3,4820,121,1101
2516,883,15,4,8057,617,955
2517,666,15,5,11255,1240,1129
2518,1772,10,3,8644,1294,20
2519,864,7,3,6625,125,96
2520,582,3,1,16183,771,980
2521,695,2,3,8035,1059,1487
2522,1252,6,5,6837,1284,600
2523,1611,9,2,2640,277,167
2524,1240,10,4,17318,1810,593
2525,399,4,1,19808,502,205
2526,1947,3,4,17113,815,541
2527,715,9,2,3086,536,181
2528,704,17,3,15058,717,1333
2529,1715,14,5,6585,1547,1464
2530,1973,10,1,19952,1948,215
2531,82,13,5,11872,1734,53
2532,604,12,5,10252,879,427
2533,1971,1,5,12631,840,1340
2534,1711,19,5,5967,1990,556
2535,2047,19,2,4726,1020,55
2536,903,6,5,2362,539,1307
2537,365,13,5,2514,425,1425
2538,163,19,2,10453,280,133
2539,1864,13,4,15659,1985,624
2540,116,4,2,12412,751,462
2541,881,2,3,5340,1298,1206
2542,840,15,2,14153,524,57
2543,1347,12,4,9149,1650,111
2544,1037,7,3,5222,1693,650
2545,943,20,3,5093,1153,691
2546,1725,18,1,18976,1718,120
2547,1138,13,5,15713,1759,526
2548,22,17,3,8311,1649,198
2549,1750,4,3,13615,1283,303
2550,683,14,4,9097,1370,374
2551,1834,20,3,16435,1683,1340
2552,126,13,4,2275,1245,507
2553,277,3,5,2505,1162,1025
2554,2000,18,1,19847,1947,298
2555,1228,14,1,7441,275,563
2556,696,15,5,11256,192,669
2557,1310,3,5,16063,757,950
2558,57,1,2,18089,1764,374
2559,19,17,3,19041,103,1362
2560,113,3,3,15879,245,214
2561,542,14,3,18526,1802,823
2562,579,3,4,878,1562,112
2563,1089,13,2,3259,894,452
2564,25,15,3,6495,347,577
2565,1573,18,4,1846,1503,1070
2566,2049,14,4,6074,586,1458
2567,1573,3,1,5250,628,181
2568,141,19,4,12232,1748,120
2569,1768,8,5,16904,549,718
2570,648,4,4,10143,673,177
2571,201,4,5,18592,890,511
2572,257,19,5,4774,255,938
2573,547,11,1,4096,1991,1052
2574,802,1,1,9650,929,1255
2575,942,8,4,2726,1210,1482
2576,414,15,1,590,457,843
2577,2015,1,1,9587,328,698
2578,1382,7,3,10373,1518,805
2579,1099,20,4,19855,726,1011
2580,910,20,4,13784,990,130
2581,188,11,4,11466,320,860
2582,2016,14,1,16006,490,222
2583,1314,16,1,5089,1301,1108
2584,2093,14,5,12121,176,1204
2585,2131,12,2,3480,1343,433
2586,1147,17,2,5789,1893,709
2587,358,14,2,8703,1833,285
2588,1552,10,3,7573,1925,591
2589,1090,14,1,1776,536,224
2590,1681,18,5,7890,597,603
2591,162,9,5,5382,1228,1199
2592,450,17,2,19195,1730,192
2593,1498,6,3,13476,1035,327
2594,1037,8,3,9531,986,469
2595,2159,13,2,702,821,81
2596,1951,18,2,2037,1972,1416
2597,1314,5,1,6912,68,494
2598,1239,6,3,1167,474,1424
2599,974,19,5,13501,985,105
2600,632,4,2,5352,107,1186
2601,1591,7,1,13572,472,1050
2602,1051,4,5,479,1848,314
2603,1589,11,3,19666,1621,758
2604,1694,12,2,5296,1796,545
2605,437,14,2,13981,893,53
2606,1557,13,1,12219,1733,771
2607,1077,10,1,8837,1175,1372
2608,1305,18,3,5359,1149,799
2609,2079,16,2,11733,1998,657
2610,183,5,1,10561,1653,1077
2611,1470,8,2,3022,115,814
2612,1480,14,3,3487,864,425
2613,1590,5,2,14653,1807,1061
2614,1588,8,5,10162,1224,1473
2615,660,6,2,7059,951,447
2616,160,16,4,10047,1859,933
2617,1012,4,4,9659,486,312
2618,53,12,3,651,839,599
2619,1046,11,3,233,1141,1123
2620,1054,3,3,6707,284,1129
2621,1229,12,5,11203,1788,67
2622,1495,5,5,10305,1818,103
2623,1490,6,2,6699,724,626
2624,1036,19,1,13472,147,327
2625,1951,18,4,5224,1082,271
2626,850,16,4,1160,976,199
2627,354,11,4,14148,1577,1353
2628,1099,5,2,18670,810,445
2629,1740,9,2,19149,1563,58
2630,1465,3,3,3270,476,1322
2631,991,8,1,11019,276,835
2632,1265,6,3,19130,1826,644
2633,1885,4,2,17079,1660,395
2634,1810,12,5,15683,66,60
2635,1112,12,3,4206,612,66
